GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC02_EST_VC02,HC01_EST_VC10,HC02_EST_VC10,HC01_EST_VC22,HC02_EST_VC22,HC01_EST_VC27,HC02_EST_VC27,HC01_EST_VC30,HC02_EST_VC30,HC01_EST_VC31,HC02_EST_VC31,HC01_EST_VC33,HC02_EST_VC33,HC01_EST_VC34,HC02_EST_VC34,HC01_EST_VC36,HC02_EST_VC36
1400000US36045062400,36045062400,"Census Tract 624, Jefferson County, New York",1602,68145,1.6,180764,1149,75698,5.9,65333,453,42757,44.6,35543,9.9,39750,55.4,55402,22.1,72868
1400000US36045062500,36045062500,"Census Tract 625, Jefferson County, New York",1258,48750,0.2,,943,57917,7.3,22981,315,29228,47.9,28051,10.2,36429,52.1,40750,8.3,66875
1400000US36045980000,36045980000,"Census Tract 9800, Jefferson County, New York",8,,0.0,,8,,0.0,,0,,,,,,,,,
1400000US36045990001,36045990001,"Census Tract 9900.01, Jefferson County, New York",0,,,,0,,,,0,,,,,,,,,
1400000US36047000100,36047000100,"Census Tract 1, Kings County, New York",2089,80318,3.4,,935,130625,7.0,59821,1154,41642,60.4,41438,4.8,51809,39.6,41729,4.7,91339
1400000US36047000200,36047000200,"Census Tract 2, Kings County, New York",354,35500,2.3,,265,35750,25.3,26632,89,17083,31.5,10000,0.0,,68.5,26932,56.2,30833
1400000US36047000301,36047000301,"Census Tract 3.01, Kings County, New York",1845,105509,2.8,205987,712,,1.7,,1133,65446,58.6,48796,4.1,145938,41.4,73650,2.6,
1400000US36047000501,36047000501,"Census Tract 5.01, Kings County, New York",1819,110625,1.3,,775,181477,10.2,225313,1044,82216,54.6,81420,14.0,159688,45.4,88295,12.7,155804
1400000US36047000502,36047000502,"Census Tract 5.02, Kings County, New York",1456,90375,1.1,,611,144602,2.8,,845,60139,54.0,65938,5.8,115568,46.0,52063,8.5,111500
1400000US36047000700,36047000700,"Census Tract 7, Kings County, New York",1900,135096,3.1,,867,197039,7.2,105625,1033,88516,50.8,75205,6.2,131750,49.2,130943,20.6,161250
1400000US36047000900,36047000900,"Census Tract 9, Kings County, New York",1927,117348,3.4,149917,781,202891,1.9,,1146,84222,51.0,63162,7.8,104306,49.0,110300,18.3,220366
1400000US36047001100,36047001100,"Census Tract 11, Kings County, New York",382,103500,4.7,,160,111429,10.0,,222,92500,52.3,70714,14.0,67292,47.7,100000,20.3,103750
1400000US36047001300,36047001300,"Census Tract 13, Kings County, New York",888,109821,1.8,126000,391,151094,14.3,93167,497,90066,56.5,85375,7.4,,43.5,101818,11.5,153083
1400000US36047001500,36047001500,"Census Tract 15, Kings County, New York",2374,90993,2.1,94688,1102,90333,4.6,35893,1272,90233,40.2,66989,11.2,111786,59.8,100505,23.6,138056
1400000US36047001800,36047001800,"Census Tract 18, Kings County, New York",0,,,,0,,,,0,,,,,,,,,
1400000US36047002000,36047002000,"Census Tract 20, Kings County, New York",433,71442,4.2,,284,78000,23.2,63750,149,42917,24.2,75455,0.0,,75.8,39375,15.4,
1400000US36047002100,36047002100,"Census Tract 21, Kings County, New York",1575,204205,1.5,,893,243523,0.0,,682,160357,36.4,139130,16.4,139891,63.6,201944,32.7,248413
1400000US36047002200,36047002200,"Census Tract 22, Kings County, New York",1587,38702,2.6,20000,1084,39859,9.4,71011,503,20179,59.0,13015,10.3,71250,41.0,40375,17.7,116406
1400000US36047002300,36047002300,"Census Tract 23, Kings County, New York",1558,20169,5.3,23125,1106,22976,10.5,30000,452,11944,60.6,13750,4.2,,39.4,10729,4.9,
1400000US36047002901,36047002901,"Census Tract 29.01, Kings County, New York",1238,14872,3.2,7174,751,17516,2.7,,487,9641,89.1,10541,0.0,,10.9,8423,0.0,
1400000US36047003000,36047003000,"Census Tract 30, Kings County, New York",693,65699,0.9,,511,80417,2.2,,182,46053,47.8,21563,3.8,,52.2,47336,18.1,127708
1400000US36047003100,36047003100,"Census Tract 31, Kings County, New York",970,71797,4.6,98250,378,82417,19.8,66141,592,65147,52.7,66324,1.4,,47.3,58750,7.9,94135
1400000US36047003300,36047003300,"Census Tract 33, Kings County, New York",1581,98472,6.0,108250,457,144306,0.0,,1124,82130,49.3,80750,17.1,113370,50.7,85463,17.0,113750
1400000US36047003400,36047003400,"Census Tract 34, Kings County, New York",1446,84091,3.3,,787,99599,12.5,44178,659,43264,65.1,36964,0.0,,34.9,58864,5.6,
1400000US36047003500,36047003500,"Census Tract 35, Kings County, New York",786,60435,5.7,32396,422,92000,1.7,,364,37083,45.3,35673,8.0,56750,54.7,42321,6.9,
1400000US36047003600,36047003600,"Census Tract 36, Kings County, New York",1824,70081,3.8,88098,1029,92083,3.6,,795,51058,54.2,32802,11.9,88098,45.8,61250,13.7,118021
1400000US36047003700,36047003700,"Census Tract 37, Kings County, New York",454,101579,4.4,,135,131023,5.9,,319,91250,32.0,77857,12.9,125673,68.0,100724,21.6,129688
1400000US36047003800,36047003800,"Census Tract 38, Kings County, New York",668,99459,1.6,,461,108080,3.5,21818,207,67125,55.6,55208,4.8,,44.4,84583,2.4,
1400000US36047003900,36047003900,"Census Tract 39, Kings County, New York",1103,104728,5.1,86912,430,142143,2.8,,673,80956,60.5,43542,14.1,137344,39.5,102833,20.5,152778
1400000US36047004100,36047004100,"Census Tract 41, Kings County, New York",1503,108105,3.5,,676,135663,7.5,116587,827,85377,66.7,75484,12.1,117151,33.3,108375,12.9,150875
1400000US36047004300,36047004300,"Census Tract 43, Kings County, New York",1492,108929,1.9,57500,592,161824,0.0,,900,75455,47.6,75714,17.9,115688,52.4,75000,18.8,145647
1400000US36047004400,36047004400,"Census Tract 44, Kings County, New York",982,86667,1.3,,674,109375,1.6,,308,51576,73.7,54375,3.6,,26.3,51156,0.0,
1400000US36047004500,36047004500,"Census Tract 45, Kings County, New York",1727,126250,2.3,187679,753,190057,0.8,,974,71190,58.9,70536,7.0,106250,41.1,100938,15.1,210324
1400000US36047004600,36047004600,"Census Tract 46, Kings County, New York",496,90556,0.0,,383,136458,2.9,,113,53542,54.0,22277,0.0,,46.0,87500,0.0,
1400000US36047004700,36047004700,"Census Tract 47, Kings County, New York",703,104471,5.1,123269,447,116250,3.8,213750,256,51806,47.7,51806,9.0,157708,52.3,46250,10.2,103750
1400000US36047004900,36047004900,"Census Tract 49, Kings County, New York",910,104444,9.8,42054,485,158125,0.0,,425,70469,58.4,41684,18.1,19848,41.6,102740,19.5,133304
1400000US36047005000,36047005000,"Census Tract 50, Kings County, New York",1093,82802,0.0,,636,106563,3.8,,457,50550,63.2,43393,1.8,,36.8,51900,5.3,71563
1400000US36047005100,36047005100,"Census Tract 51, Kings County, New York",1019,87438,2.0,,517,99414,1.5,,502,82905,53.6,75954,18.3,93333,46.4,84899,14.5,148355
1400000US36047005201,36047005201,"Census Tract 52.01, Kings County, New York",1057,17129,0.0,,310,96471,0.0,,747,13672,81.4,12338,3.5,119000,18.6,31406,2.9,
1400000US36047005202,36047005202,"Census Tract 52.02, Kings County, New York",1426,68750,1.2,,522,83125,0.0,,904,51591,54.8,45568,3.5,,45.2,57563,0.0,
1400000US36047005300,36047005300,"Census Tract 53, Kings County, New York",1005,70737,5.7,75104,434,75625,13.6,47153,571,65662,53.9,49750,20.7,93750,46.1,69934,19.4,97688
1400000US36047005400,36047005400,"Census Tract 54, Kings County, New York",1651,57928,1.9,4375,855,71103,4.6,,796,51481,60.3,53636,8.5,132250,39.7,50724,10.6,106500
1400000US36047005601,36047005601,"Census Tract 56.01, Kings County, New York",1463,52761,0.6,,611,75542,5.1,76023,852,36908,69.2,33649,6.1,58214,30.8,51500,5.4,113333
1400000US36047005602,36047005602,"Census Tract 56.02, Kings County, New York",894,53167,0.8,,421,63646,12.6,30742,473,47734,60.5,44500,7.0,32063,39.5,52917,4.9,205208
1400000US36047005800,36047005800,"Census Tract 58, Kings County, New York",1535,47118,1.3,,747,52083,10.6,54493,788,44375,34.6,24821,2.0,,65.4,47454,13.3,62216
1400000US36047005900,36047005900,"Census Tract 59, Kings County, New York",625,57135,1.0,,193,78750,6.2,,432,54348,44.0,54792,20.6,99792,56.0,53864,20.6,76106
1400000US36047006000,36047006000,"Census Tract 60, Kings County, New York",1148,68438,3.9,88750,691,86250,3.8,,457,46940,41.4,22063,3.9,,58.6,50956,12.9,130042
1400000US36047006200,36047006200,"Census Tract 62, Kings County, New York",1192,45139,1.0,,697,54654,10.2,70156,495,38125,67.1,41848,13.1,55063,32.9,31753,0.0,
1400000US36047006300,36047006300,"Census Tract 63, Kings County, New York",899,90341,1.0,,466,95972,4.7,51667,433,85750,65.6,85800,21.5,140625,34.4,84750,8.5,160375
1400000US36047006400,36047006400,"Census Tract 64, Kings County, New York",1384,51667,3.3,,791,59018,9.0,32165,593,37981,56.3,35000,6.2,138875,43.7,50110,11.6,69620
1400000US36047006500,36047006500,"Census Tract 65, Kings County, New York",2425,104172,4.2,169803,1235,124861,9.6,37955,1190,90625,40.4,79398,16.9,64528,59.6,101021,27.1,127155
1400000US36047006600,36047006600,"Census Tract 66, Kings County, New York",1553,59852,0.8,,860,67070,8.4,44900,693,32440,56.9,26875,8.2,93984,43.1,60313,8.5,61354
1400000US36047006700,36047006700,"Census Tract 67, Kings County, New York",1563,156118,0.0,,1044,186667,3.2,,519,82546,64.0,84688,24.5,116625,36.0,80875,10.4,83684
1400000US36047006800,36047006800,"Census Tract 68, Kings County, New York",1902,37012,0.8,,1172,39635,11.1,29688,730,27400,65.6,18713,7.8,10114,34.4,57292,4.9,47857
1400000US36047006900,36047006900,"Census Tract 69, Kings County, New York",1685,116058,10.7,69345,653,161295,3.8,131875,1032,98365,51.9,73068,23.4,103203,48.1,102000,26.8,155256
1400000US36047007000,36047007000,"Census Tract 70, Kings County, New York",1000,43309,1.7,,661,47292,5.0,42292,339,26521,61.7,25822,4.4,,38.3,33125,2.4,
1400000US36047007100,36047007100,"Census Tract 71, Kings County, New York",1729,31632,1.2,,1313,35440,4.3,99125,416,28333,66.3,35000,11.5,93864,33.7,27407,8.9,
1400000US36047007200,36047007200,"Census Tract 72, Kings County, New York",613,37140,0.0,,530,35925,4.3,,83,64583,72.3,78750,45.8,93021,27.7,52292,20.5,68542
1400000US36047007400,36047007400,"Census Tract 74, Kings County, New York",1418,40625,0.8,,1149,39647,12.3,34338,269,25398,58.4,22961,0.0,,41.6,33400,19.0,34050
1400000US36047007500,36047007500,"Census Tract 75, Kings County, New York",2089,135218,1.9,,1150,137031,6.4,74756,939,88844,54.8,88884,12.2,136888,45.2,88750,20.9,203077
1400000US36047007600,36047007600,"Census Tract 76, Kings County, New York",1341,32616,1.5,,918,28693,9.4,20517,423,45750,36.4,11944,9.9,56912,63.6,49271,26.7,77153
1400000US36047007700,36047007700,"Census Tract 77, Kings County, New York",1849,120290,1.8,183833,1006,141591,12.1,19507,843,73878,56.5,50347,17.6,106875,43.5,92386,15.8,160917
1400000US36047007800,36047007800,"Census Tract 78, Kings County, New York",1620,39375,3.8,76136,1164,42535,7.7,68529,456,25000,28.9,23750,6.4,,71.1,28750,28.5,48958
1400000US36047008000,36047008000,"Census Tract 80, Kings County, New York",1307,49081,4.6,50250,817,46991,6.0,37109,490,33200,50.6,12357,14.7,45577,49.4,52361,17.3,52292
1400000US36047008200,36047008200,"Census Tract 82, Kings County, New York",1380,42412,3.8,42727,968,40550,13.2,31250,412,47222,57.3,28000,25.5,85966,42.7,65119,25.7,63750
1400000US36047008400,36047008400,"Census Tract 84, Kings County, New York",1046,43942,0.5,,824,37083,9.6,23029,222,41500,50.9,34440,27.0,34914,49.1,49152,27.5,49866
1400000US36047008500,36047008500,"Census Tract 85, Kings County, New York",2972,14002,2.3,38750,1787,19899,12.3,18242,1185,8762,67.4,9050,0.0,,32.6,6906,4.0,
1400000US36047008600,36047008600,"Census Tract 86, Kings County, New York",0,,,,0,,,,0,,,,,,,,,
1400000US36047008800,36047008800,"Census Tract 88, Kings County, New York",1109,40982,7.0,85481,780,46011,19.0,54677,329,24735,60.8,35227,20.4,58750,39.2,21992,10.9,
1400000US36047009000,36047009000,"Census Tract 90, Kings County, New York",902,33654,3.0,13897,741,35262,16.1,34688,161,30195,34.2,36563,12.4,51250,65.8,26765,32.9,25625
1400000US36047009200,36047009200,"Census Tract 92, Kings County, New York",1622,39122,4.7,25833,1169,36350,15.6,37917,453,36339,51.2,19091,3.5,,48.8,62599,27.2,63295
1400000US36047009400,36047009400,"Census Tract 94, Kings County, New York",1595,38460,0.0,,1225,35362,11.5,25563,370,28125,59.7,18583,8.9,122708,40.3,75792,21.4,78264
1400000US36047009600,36047009600,"Census Tract 96, Kings County, New York",1872,38148,1.9,57778,1451,36892,16.1,37500,421,26960,73.4,23750,8.3,,26.6,29375,2.1,
1400000US36047009800,36047009800,"Census Tract 98, Kings County, New York",1859,29232,1.2,33889,1569,28853,19.3,24276,290,15729,59.3,10000,14.5,72969,40.7,23362,7.6,
1400000US36047010000,36047010000,"Census Tract 100, Kings County, New York",1814,27529,2.3,34432,1470,26811,14.1,52321,344,13100,68.6,10600,4.4,,31.4,47969,11.3,50625
1400000US36047010100,36047010100,"Census Tract 101, Kings County, New York",1493,44259,5.6,59028,962,42000,15.9,43616,531,43427,36.9,48750,18.8,78523,63.1,41331,20.5,108188
1400000US36047010200,36047010200,"Census Tract 102, Kings County, New York",1368,43646,1.2,,1084,35976,6.4,32014,284,35521,65.8,31131,13.4,95833,34.2,37426,14.4,54236
1400000US36047010400,36047010400,"Census Tract 104, Kings County, New York",1658,34412,1.4,,1192,37598,13.6,22400,466,24167,55.2,26771,17.6,43125,44.8,20612,15.7,22171
1400000US36047010600,36047010600,"Census Tract 106, Kings County, New York",1461,33090,2.2,,1235,31329,11.7,47917,226,20833,39.4,9803,8.4,,60.6,40156,20.4,
1400000US36047010800,36047010800,"Census Tract 108, Kings County, New York",1384,31400,2.3,,1111,25292,7.0,9545,273,41583,47.3,27109,5.9,,52.7,41722,7.3,
1400000US36047011000,36047011000,"Census Tract 110, Kings County, New York",680,38618,0.7,,493,38295,17.0,21250,187,19883,35.3,35909,8.6,,64.7,19258,28.3,14922
1400000US36047011200,36047011200,"Census Tract 112, Kings County, New York",1999,30142,0.6,,1491,31693,4.9,68229,508,11992,70.1,11211,12.6,34236,29.9,36591,18.9,55395
1400000US36047011400,36047011400,"Census Tract 114, Kings County, New York",1161,42159,3.4,41333,830,40541,5.7,16292,331,40430,53.2,42031,5.1,,46.8,37670,21.1,43942
1400000US36047011600,36047011600,"Census Tract 116, Kings County, New York",1243,34279,0.0,,895,42672,6.5,43300,348,11609,50.9,10625,8.3,,49.1,12202,7.2,
1400000US36047011700,36047011700,"Census Tract 117, Kings County, New York",1245,74125,6.4,86100,561,51250,18.9,21136,684,80400,35.2,70972,12.0,85761,64.8,84464,34.9,98125
1400000US36047011800,36047011800,"Census Tract 118, Kings County, New York",657,29438,6.7,,607,29917,15.2,17800,50,27727,66.0,17321,12.0,,34.0,29432,0.0,
1400000US36047011900,36047011900,"Census Tract 119, Kings County, New York",790,82500,3.4,64219,447,98563,13.4,31742,343,69779,49.9,51250,17.2,99688,50.1,73333,20.1,90563
1400000US36047012000,36047012000,"Census Tract 120, Kings County, New York",310,55000,0.0,,248,19906,2.8,,62,40000,75.8,9702,4.8,,24.2,,0.0,
1400000US36047012100,36047012100,"Census Tract 121, Kings County, New York",749,81875,2.1,48750,377,83365,2.9,,372,72656,40.3,69167,23.1,88261,59.7,74219,28.5,155250
1400000US36047012200,36047012200,"Census Tract 122, Kings County, New York",1535,35363,1.8,8750,1077,36419,16.3,37258,458,28571,39.3,33750,10.7,73359,60.7,27130,23.6,43553
1400000US36047012600,36047012600,"Census Tract 126, Kings County, New York",899,36993,1.4,72969,703,37277,13.9,38750,196,32857,44.9,13750,0.0,,55.1,50625,9.7,
1400000US36047012700,36047012700,"Census Tract 127, Kings County, New York",1520,45787,0.5,,861,50595,4.1,57981,659,21709,55.5,10429,19.6,166771,44.5,37417,11.7,189531
1400000US36047012801,36047012801,"Census Tract 128.01, Kings County, New York",739,44583,0.0,,517,50859,8.3,19740,222,23807,19.4,42250,0.0,,80.6,23445,5.4,
1400000US36047012901,36047012901,"Census Tract 129.01, Kings County, New York",989,77898,1.3,,481,69020,0.0,,508,84808,54.5,92563,35.0,113462,45.5,76063,28.1,75688
1400000US36047012902,36047012902,"Census Tract 129.02, Kings County, New York",817,87321,1.6,,470,109318,1.5,,347,67094,57.1,66300,16.7,125909,42.9,95250,25.6,207583
1400000US36047013000,36047013000,"Census Tract 130, Kings County, New York",1847,50306,1.7,27222,1102,50833,12.0,33167,745,41250,62.7,29583,11.8,79167,37.3,41667,4.3,
1400000US36047013100,36047013100,"Census Tract 131, Kings County, New York",1780,104688,1.9,,935,112083,7.8,64596,845,90341,63.9,86750,27.5,96724,36.1,105288,16.4,150250
1400000US36047013200,36047013200,"Census Tract 132, Kings County, New York",669,56442,0.7,,481,56250,3.5,54063,188,62708,66.0,54135,21.8,64479,34.0,67273,8.5,
1400000US36047013300,36047013300,"Census Tract 133, Kings County, New York",1728,132768,3.2,243269,1194,159875,3.4,,534,102976,45.5,103375,13.5,141458,54.5,102614,20.8,155417
1400000US36047013400,36047013400,"Census Tract 134, Kings County, New York",1446,67500,2.4,43462,990,76324,9.7,44600,456,61014,73.5,60417,5.7,83000,26.5,92583,8.1,
1400000US36047013500,36047013500,"Census Tract 135, Kings County, New York",1552,118472,5.9,163158,838,164470,0.8,,714,90074,62.5,70000,23.0,106364,37.5,93779,19.7,94622
1400000US36047013600,36047013600,"Census Tract 136, Kings County, New York",1494,68182,0.0,,899,72460,8.7,50132,595,61806,56.0,36250,11.3,112039,44.0,64200,16.5,64500
1400000US36047013700,36047013700,"Census Tract 137, Kings County, New York",1367,94925,3.9,85179,634,129432,4.7,160156,733,66490,57.3,66635,24.0,93125,42.7,59464,18.6,139667
1400000US36047013800,36047013800,"Census Tract 138, Kings County, New York",1343,61336,1.5,,791,60197,4.0,36333,552,61250,46.9,45592,7.1,174716,53.1,70568,25.0,77095
1400000US36047013900,36047013900,"Census Tract 139, Kings County, New York",1428,89083,2.7,92885,692,98500,4.9,67778,736,85441,39.3,48295,15.9,142639,60.7,88512,41.7,96910
1400000US36047014000,36047014000,"Census Tract 140, Kings County, New York",772,58939,3.2,66625,462,68500,1.7,,310,39688,46.5,42604,7.7,67500,53.5,39375,5.2,
1400000US36047014100,36047014100,"Census Tract 141, Kings County, New York",1485,91719,6.5,195250,902,113718,10.9,57404,583,59511,59.9,58207,15.8,87647,40.1,70968,24.5,85417
1400000US36047014200,36047014200,"Census Tract 142, Kings County, New York",1343,49350,4.7,8811,710,61310,9.6,67672,633,42431,52.3,38194,6.0,100469,47.7,52813,2.5,
1400000US36047014300,36047014300,"Census Tract 143, Kings County, New York",1534,67955,2.7,100556,771,70194,3.1,26786,763,61813,56.6,70441,19.5,142344,43.4,61438,21.4,109464
1400000US36047014500,36047014500,"Census Tract 145, Kings County, New York",1731,62602,1.5,,809,67025,10.1,59028,922,53030,58.0,50919,31.1,59219,42.0,55673,29.8,72031
1400000US36047014700,36047014700,"Census Tract 147, Kings County, New York",839,70669,6.6,130156,410,101429,9.0,71458,429,52379,36.4,44891,15.9,68409,63.6,66384,24.5,102109
1400000US36047014800,36047014800,"Census Tract 148, Kings County, New York",531,60486,3.6,,329,87422,8.8,,202,24712,72.3,20417,4.0,,27.7,35278,3.0,
1400000US36047014900,36047014900,"Census Tract 149, Kings County, New York",2235,104735,0.0,,1228,128359,6.9,122946,1007,91583,52.9,77438,20.5,92333,47.1,103594,28.5,110096
1400000US36047015000,36047015000,"Census Tract 150, Kings County, New York",597,89663,0.0,,434,96250,7.1,33250,163,27159,65.6,24671,0.0,,34.4,44583,3.1,
1400000US36047015100,36047015100,"Census Tract 151, Kings County, New York",1583,112824,2.0,129583,930,146429,2.5,,653,81740,60.5,67266,20.4,130750,39.5,85179,19.8,97750
1400000US36047015200,36047015200,"Census Tract 152, Kings County, New York",918,70357,0.5,,614,73289,14.8,157546,304,51346,56.6,49896,3.6,,43.4,51538,6.6,
1400000US36047015300,36047015300,"Census Tract 153, Kings County, New York",1136,110303,1.1,,647,154250,7.1,120147,489,80361,64.2,81818,38.4,128750,35.8,64438,8.0,109766
1400000US36047015400,36047015400,"Census Tract 154, Kings County, New York",0,,,,0,,,,0,,,,,,,,,
1400000US36047015500,36047015500,"Census Tract 155, Kings County, New York",1487,108715,9.1,83958,962,145761,5.1,108958,525,62266,51.6,91250,9.5,98333,48.4,49605,8.0,130455
1400000US36047015700,36047015700,"Census Tract 157, Kings County, New York",2027,106781,0.0,,1113,146042,0.0,,914,96513,63.9,90357,13.7,101297,36.1,97303,18.6,97171
1400000US36047015900,36047015900,"Census Tract 159, Kings County, New York",2554,117704,1.7,,1148,187273,3.9,103750,1406,79138,53.6,56912,8.9,69417,46.4,91500,11.7,190417
1400000US36047016000,36047016000,"Census Tract 160, Kings County, New York",1864,61078,4.0,48482,1108,67031,12.2,61343,756,50227,43.3,40855,4.5,,56.7,57639,3.7,46818
1400000US36047016100,36047016100,"Census Tract 161, Kings County, New York",1461,101563,3.4,31250,708,123611,6.6,48281,753,84018,45.3,70893,17.8,108889,54.7,95577,18.6,126875
1400000US36047016200,36047016200,"Census Tract 162, Kings County, New York",1114,70441,0.0,,614,96389,8.1,110278,500,47279,37.0,43313,4.8,,63.0,52557,16.4,71397
1400000US36047016300,36047016300,"Census Tract 163, Kings County, New York",1346,79286,2.5,28636,655,89848,7.0,82679,691,65650,43.7,79375,7.7,112639,56.3,60739,29.8,98409
1400000US36047016400,36047016400,"Census Tract 164, Kings County, New York",234,60357,0.0,,225,57109,9.3,,9,,0.0,,0.0,,100.0,,0.0,
1400000US36047016500,36047016500,"Census Tract 165, Kings County, New York",2627,122537,1.3,,1304,218365,3.9,,1323,56458,57.9,44561,6.3,138906,42.1,68836,16.1,146953
1400000US36047016600,36047016600,"Census Tract 166, Kings County, New York",717,66771,0.6,,611,82583,5.4,64688,106,31731,50.9,39000,0.0,,49.1,31442,0.0,
1400000US36047016700,36047016700,"Census Tract 167, Kings County, New York",2113,108365,2.4,171771,1170,130972,9.4,102770,943,80469,45.1,81506,19.5,137014,54.9,76524,16.9,163625
1400000US36047016800,36047016800,"Census Tract 168, Kings County, New York",679,82917,0.0,,457,120074,10.1,177700,222,29712,67.6,23750,7.2,,32.4,29904,11.7,
1400000US36047016900,36047016900,"Census Tract 169, Kings County, New York",2137,73051,0.0,,1149,110020,11.8,5732,988,54500,49.2,65417,18.4,88875,50.8,33642,10.0,94625
1400000US36047017000,36047017000,"Census Tract 170, Kings County, New York",1166,67976,0.0,,880,82712,4.4,70417,286,28750,58.7,25714,12.6,31500,41.3,38889,11.2,
1400000US36047017100,36047017100,"Census Tract 171, Kings County, New York",1603,103319,0.6,,1028,120333,9.0,98380,575,57578,49.2,32042,7.1,124583,50.8,74079,22.3,107786
1400000US36047017200,36047017200,"Census Tract 172, Kings County, New York",1101,92583,0.0,,958,98704,7.6,87852,143,29219,57.3,23000,5.6,,42.7,39875,21.0,
1400000US36047017400,36047017400,"Census Tract 174, Kings County, New York",755,66941,3.8,98250,629,72981,5.6,29609,126,66053,41.3,46136,11.1,,58.7,76250,0.0,
1400000US36047017500,36047017500,"Census Tract 175, Kings County, New York",0,,,,0,,,,0,,,,,,,,,
1400000US36047017600,36047017600,"Census Tract 176, Kings County, New York",847,53347,2.0,20750,507,62313,6.3,46719,340,30893,57.1,21042,8.8,118214,42.9,38750,4.4,
1400000US36047017700,36047017700,"Census Tract 177, Kings County, New York",0,,,,0,,,,0,,,,,,,,,
1400000US36047017800,36047017800,"Census Tract 178, Kings County, New York",867,54813,4.6,77083,657,57969,8.4,67386,210,19375,37.1,18125,1.4,,62.9,23250,20.0,106250
1400000US36047017900,36047017900,"Census Tract 179, Kings County, New York",1519,56782,2.5,162500,933,56693,11.6,65156,586,57500,62.1,59643,21.5,104483,37.9,55000,15.9,145848
1400000US36047018000,36047018000,"Census Tract 180, Kings County, New York",1011,55280,0.0,,756,62713,4.1,,255,23073,47.8,15625,3.9,,52.2,56719,18.0,103611
1400000US36047018100,36047018100,"Census Tract 181, Kings County, New York",1901,82255,4.8,85330,643,90855,4.2,,1258,81357,50.6,78711,11.4,82381,49.4,103750,21.7,132425
1400000US36047018200,36047018200,"Census Tract 182, Kings County, New York",1053,38708,0.9,,768,37917,6.9,55662,285,48631,44.6,31563,2.5,,55.4,66944,20.0,82734
1400000US36047018300,36047018300,"Census Tract 183, Kings County, New York",1263,93456,3.6,69205,705,123523,9.9,68306,558,69625,59.7,68646,16.7,65417,40.3,94896,22.6,135119
1400000US36047018400,36047018400,"Census Tract 184, Kings County, New York",770,69375,0.0,,539,80707,7.1,126154,231,32917,49.4,21333,0.0,,50.6,40179,6.5,
1400000US36047018501,36047018501,"Census Tract 185.01, Kings County, New York",1663,20635,0.7,,1249,21250,9.5,63450,414,19750,58.5,16125,0.0,,41.5,23409,1.7,
1400000US36047018600,36047018600,"Census Tract 186, Kings County, New York",689,69963,0.0,,544,81442,14.2,65750,145,32750,59.3,21774,3.4,,40.7,68819,12.4,
1400000US36047018700,36047018700,"Census Tract 187, Kings County, New York",592,93393,2.7,,277,127639,6.9,,315,69107,43.8,63750,15.6,146083,56.2,70938,28.6,74615
1400000US36047018800,36047018800,"Census Tract 188, Kings County, New York",1022,53065,0.0,,742,66346,7.7,32750,280,43558,59.6,36493,7.9,,40.4,50069,8.2,
1400000US36047019000,36047019000,"Census Tract 190, Kings County, New York",1588,43000,0.0,,1245,45125,13.6,44271,343,37464,51.6,26188,8.2,,48.4,39750,19.2,41500
1400000US36047019100,36047019100,"Census Tract 191, Kings County, New York",996,86250,3.8,,482,88409,19.7,29926,514,83359,56.4,60000,25.5,83164,43.6,108929,26.3,99844
1400000US36047019200,36047019200,"Census Tract 192, Kings County, New York",818,39318,0.0,,678,40186,11.4,50625,140,24038,59.3,21518,17.9,,40.7,25114,7.9,
1400000US36047019300,36047019300,"Census Tract 193, Kings County, New York",2155,53450,4.4,126389,820,67069,8.8,49432,1335,35188,72.4,35500,11.1,54573,27.6,32109,6.9,94755
1400000US36047019400,36047019400,"Census Tract 194, Kings County, New York",1156,39750,0.0,,861,51875,10.0,63295,295,22244,58.0,37969,20.0,23631,42.0,16429,10.8,
1400000US36047019500,36047019500,"Census Tract 195, Kings County, New York",1732,72119,5.2,9643,651,93578,7.4,136293,1081,60020,49.5,64479,18.0,128229,50.5,44500,15.7,75915
1400000US36047019600,36047019600,"Census Tract 196, Kings County, New York",1552,41937,0.0,,1165,42386,6.1,60474,387,37750,42.6,22461,9.3,83077,57.4,78375,11.1,113750
1400000US36047019700,36047019700,"Census Tract 197, Kings County, New York",1616,76618,3.0,83393,777,133125,10.6,47250,839,44609,55.4,47969,12.2,95795,44.6,43723,10.1,102125
1400000US36047019800,36047019800,"Census Tract 198, Kings County, New York",693,56827,0.0,,474,62143,8.6,19471,219,37148,66.7,36000,14.2,72875,33.3,45865,6.8,
1400000US36047019900,36047019900,"Census Tract 199, Kings County, New York",1335,65379,3.7,90388,499,82734,4.6,,836,47396,63.5,51528,12.7,137188,36.5,47043,11.0,88889
1400000US36047020000,36047020000,"Census Tract 200, Kings County, New York",746,63611,0.0,,565,59948,2.8,,181,52132,35.4,35833,6.1,,64.6,72933,17.1,
1400000US36047020100,36047020100,"Census Tract 201, Kings County, New York",1723,81885,4.4,144167,765,98405,6.4,76250,958,67647,55.8,75139,25.4,92639,44.2,64779,17.6,110350
1400000US36047020200,36047020200,"Census Tract 202, Kings County, New York",616,71250,0.0,,490,102697,7.8,104559,126,24500,61.1,17464,4.0,,38.9,53906,4.8,
